char,jyutping
手心手背都是肉,sau2 sam1 sau2 bui3 dou1 si6 juk6
手快有手慢冇,sau2 faai3 jau5 sau2 maan6 mou5
手指拗入唔拗出,sau2 zi2 ngaau2 jap6 m4 ngaau2 ceot1
手指拗出唔拗入,sau2 zi2 aau2 ceot1 m4 aau2 jap6
手指拗出唔拗入,sau2 zi2 ngaau2 ceot1 m4 ngaau2 jap6
手掌係肉，手背又係肉,sau2 zoeng2 hai6 juk6 sau2 bui3 jau6 hai6 juk6
手掌又係肉，手背又係肉,sau2 zoeng2 jau6 hai6 juk6 sau2 bui3 jau6 hai6 juk6
手板係肉手背又係肉,sau2 baan2 hai6 juk6 sau2 bui3 jau6 hai6 juk6
手板係肉，手背又係肉,sau2 baan2 hai6 juk6 sau2 bui3 jau6 hai6 juk6
手板眼見功夫,sau2 baan2 ngaan5 gin3 gung1 fu1
手機冇錢,sau2 gei1 mou5 cin2
手無縛雞之力,sau2 mou4 bok3 gai1 zi1 lik6
手腕式指北針,sau2 wun2 sik1 zi2 bak1 zam1
手腳不乾淨,sau2 goek3 bat1 gon1 zeng6
手腳唔好,sau2 goek3 m4 hou2
打你啊啦,daa2 nei5 aa3 la1
打佢一鎚,daa2 keoi5 jat1 ceoi4
打佢老母,daa2 keoi5 lou5 mou2
打個白鴿轉,daa2 go3 baak6 gaap3 zyun3
打到亞媽都唔認得,daa2 dou3 aa3 maa1 dou1 m4 jing6 dak1
打到塊嘢噉,daa2 dou3 fai3 je5 gam2
打到寸唔起爲止,daa2 dou3 cyun3 m4 hei2 wai4 zi2
打到死狗噉,daa2 dou3 sei2 gau2 gam2
打到粒聲都冇,daa2 dou3 nap1 seng1 dou1 mou5
打到落花流水,daa2 dou3 lok6 faa1 lau4 seoi2
打到豬頭噉,daa2 dou3 zyu1 tau4 gam2
打到走夾唔唞有氣冇碇唞,daa2 dou3 zau2 gaap3 m4 tau2 jau5 hei3 mou5 deng6 tau2
打到走夾唔透有氣冇訂透,daa2 dou3 zau2 gaap3 m4 tau2 jau5 hei3 mou5 deng6 tau2
打到頭都爆咁滯,daa2 dou3 tau4 dou1 baau3 gam3 zai6
打劫紅毛鬼，進貢法蘭西,daa2 gip3 hung4 mou4 gwai2 zeon3 gung3 faat3 laan1 sai1
打包啦,daa3 baau1 la1
打叱死佢,daa3 cik1 sei2 keoi5
打咗個突,daa2 zo2 go3 dat6
打咗啦,daa2 zo2 laa1
打唔着,daa3 m4 zoek6
打唔通,daa2 m4 tung1
打場大風，執塊樹葉,daa2 coeng4 daai6 fung1 zap1 faai3 syu6 jip6
打完機啦,daa3 jyun4 gei1 la1
打完齋唔要和尚,daa2 jyun4 zaai1 m4 jiu3 wo4 soeng2
打救你,daa3 gau3 nei5
打暈你,daa2 wan4 nei5
打極唔通,daa2 gik6 m4 tung1
打機㗎,daa2 gei1 gaa2
打死不離親兄弟,daa2 sei2 bat1 lei4 can1 hing1 dai6
打死唔信,daa2 sei2 m4 seon3
打溼佢,daa2 sap1 keoi5
打爛沙盆問到㞘,daa2 laan6 saa1 pun4 man6 dou3 duk1
打爛沙盆問到䐁,daa2 laan6 saa1 pun4 man6 dou3 duk1
打爛沙盆璺到㞘,daa2 laan6 saa1 pun4 man6 dou3 duk1
打爛沙盆璺到䐁,daa2 laan6 saa1 pun4 man6 dou3 duk1
打爛沙盤問到㞘,daa2 laan6 saa1 pun4 man6 dou3 duk1
打爛砂盆問到㞘,daa2 laan6 saa1 pun4 man6 dou3 duk1
打理你啊,daa3 lei5 nei5 aa3
打理佢,daa3 lei5 keoi5
打腫面充肥仔,daa2 zung2 min6 cung1 fei4 zai2
打自己工，自己話事,daa2 zi6 gei2 gung1 zi6 gei2 waa6 si6
打蛇不死，後患無窮,daa2 se4 bat1 sei2 hau6 waan6 mou4 kung4
打蛇打七寸,daa2 se4 daa2 cat1 cyun3
打蛇隨棍上,daa2 se4 ceoi4 gwan3 soeng5
打通任督二脈,daa2 tung1 jam6 duk1 ji6 mak6
打通咗,daa3 tung1 zo2
打通關係,daa2 tung1 gwaan1 hai6
打醒十二分精神,daa2 seng2 sap6 ji6 fan1 zing1 san4
打錯咗,daa2 co3 zo2
打鑊噉,daa2 wok6 gam2
打鑼咁搵,daa2 lo2 gam3 wan2
打鑼噉搵,daa2 lo2 gam2 wan2
打鑼噉搵你,daa2 lo2 gam2 wan2 nei5
打鑼噉聲,daa2 lo2 gam2 seng1
打鑼都搵唔倒,daa2 lo2 dou1 wan2 m4 dou2
打鑼都搵唔到,daa2 lo2 dou1 wan2 m4 dou2
打開天窗說亮話,daa2 hoi1 tin1 coeng1 syut3 loeng6 waa6
打開話匣子,daa2 hoi1 waa6 haap6 zi2
打雀噉眼,daa2 zoek2 gam2 ngaan5
打風唔成三日雨,daa2 fung1 m4 seng4 saam1 jat6 jyu5
打風打唔甩,daa2 fung1 daa2 m4 lat1
打飛你,daa3 fei1 nei5
托塔唔識轉膊,tok3 taap3 m4 sik1 zyun3 bok3
托塔都唔識轉膊,tok3 taap3 dou1 m4 sik1 zyun3 bok3
托杉唔識轉膊,tok3 caam3 m4 sik1 zyun3 bok3
托杉都唔識轉膊,tok3 caam3 dou1 m4 sik1 zyun3 bok3
托柒唔識轉膊,tok3 cat6 m4 sik1 zyun3 bok3
扣好啲紐,kau3 hou2 di1 nau2
扤實啲,ngat1 sat6 di1
扮嗮嘢,baan6 saai3 je5
扮嗰樣似嗰樣,baan6 go2 joeng6 ci5 go2 joeng6
扮嘢呀,baan6 je5 aa4
扮晒嘢,baan6 saai3 je5
扮晒魚蝦蟹,baan6 saai3 jyu4 haa1 haai5
扮豬喫老虎,baan6 zyu1 hek3 lou5 fu2
扮豬食老虎,baan6 zyu1 sik6 lou5 fu2
扯唔埋攔,ce2 m4 maai4 laan1
扯罷啦,ce2 baa2 laa1
批個頭畀你當凳坐,pai1 go3 tau2 bei2 nei5 dong3 dang3 co5
批個頭畀你當櫈坐,pai1 go3 tau2 bei2 nei5 dong3 dang3 co5
批個頭落嚟畀你當凳坐,pai1 go3 tau2 lok6 lai4 bei2 nei5 dong3 dang3 co5
批個頭落嚟畀你當櫈坐,pai1 go3 tau2 lok6 lai4 bei2 nei5 dong3 dang3 co5
批哩啪啦,pai1 li1 paak1 laa1
批唔批,pai1 m4 pai1
找咗數,zaau2 zo2 sou3
找回你,zaau2 wui4 nei5
找回我,zaau2 wui4 ngo5
承你貴言,seng4 nei5 gwai3 jin4
承你貴言,sing4 nei5 gwai3 jin4
抄唔切,caau1 m4 cit3
把乜春,baa2 mat1 ceon1
把口唔修,baa2 hau2 m4 sau1
把口唔收,baa2 hau2 m4 sau1
把口啷過油,baa2 hau2 long2 gwo3 jau4
把屁咩,baa2 pei3 me1
把心唔定,baa2 sam1 m4 ding6
抌低啲嘢,dam2 dai1 di1 je5
抌咗佢,dam2 zo2 keoi5
抌咗都冇人執,dam2 zo2 dou1 mou5 jan4 zap1
抌遠啲,dam2 jyun5 di1
投降輸一半,tau4 hong4 syu1 jat1 bun3
折磨佢,zit3 mo4 keoi5
抱住你,pou5 zyu6 nei5
抵你冇仔生,dai2 nei5 mou5 zai2 saang1
抵你生仔冇屎忽,dai2 nei5 saang1 zai2 mou5 si2 fat1
抵你衰,dai2 nei5 seoi1
抵佢死,dai2 keoi5 sei2
抵到爛啦,dai2 dou3 laan6 laa1
抵唔住頸,dai2 m4 zyu6 geng2
抵得諗,dai2 dak1 nam2
抵諗啲,dai2 nam2 di1
抵頸唔住,dai2 geng2 m4 zyu6
抹乾淨個面,maat3 gon1 zeng6 go3 min6
抹咗一額汗,maat3 zo2 jat1 ngaak6 hon6
拆你屋,caak3 nei5 uk1
拆你骨,caak3 nei5 gwat1
拆晒佢,caak3 saai3 keoi5
拆東牆補西牆,caak3 dung1 coeng4 bou2 sai1 coeng4
拆穿西洋鏡,caak3 cyun1 sai1 joeng4 geng3
拈刺咁拈,nim1 ci3 gam3 nim1
拈刺噉拈,nim1 ci3 gam2 nim1
拉埋佢,laai1 maai4 keoi5
拉埋我,laai1 maai4 ngo5
拉大旗作虎皮,laai1 daai6 kei4 zok3 fu2 pei4
拉關係,laai1 gwaan1 hai6
拋低咗,paau1 dai1 zo2
拋個身出嚟做,paau1 go3 san1 ceot1 lai4 zou6
拋頭顱，灑熱血,paau1 tau4 lou4 saa2 jit6 hyut3
拍手掌歡迎,paak3 sau2 zoeng2 fun1 jing4
拍拍屁股走人,paak3 paak3 pei3 gu2 zau2 jan4
拍拖啊,paak3 to1 aa2
拍拖啦,paak3 to1 la1
拍薑咁拍,paak3 goeng1 gam3 paak3
拍薑噉拍,paak3 goeng1 gam2 paak3
拎唔起,ling1 m4 hei2
拎嚟嘢曲,ling1 lai4 je5 kuk1
拎得起放得低,ling1 dak1 hei2 fong3 dak1 dai1
拎畀我,ling1 bei2 ngo5
拖實佢,to1 sat6 keoi5
拚咗佢,pun3 zo2 keoi5
拚沉佢,ping3 cam4 keoi5
招呼唔到,ziu1 fu1 m4 dou3
拜倒石榴裙之下,baai3 dou2 sek6 lau4 kwan4 zi1 haa6
拜得神多自有神庇佑,baai3 dak1 san4 do1 zi6 jau5 san4 bei3 jau6
拜拜你條尾,baai1 baai3 nei5 tiu4 mei5
拜神唔見雞,baai3 san4 m4 gin3 gai1
拳腳冇眼,kyun4 goek3 mou5 ngaan5
拿得起放得下,naa4 dak1 hei2 fong3 dak1 haa6
拿渣嘢,naa5 zaa2 je5
拿着雞毛當令箭,naa4 zoek6 gai1 mou4 dong3 ling6 zin3
指住禿奴罵和尚,zi2 zyu6 tuk1 nou4 maa6 wo4 soeng2
指冬瓜話葫蘆,zi2 dung1 gwaa1 waa6 wu4 lou2
指揮有方，人人樂從,zi2 fai1 jau5 fong1 jan4 jan4 lok6 cung4
按時間先後,on3 si4 gaan3 sin1 hau6
挑你屎忽,tiu1 nei5 si2 fat1
挖肉攞瘡生,waat3 juk6 lo2 cong1 saang1
挨戶挨家,aai1 wu6 aai1 gaa1
挨門挨戶,aai1 mun4 aai1 wu6
挾天子以令諸侯,hip6 tin1 zi2 ji5 ling6 zyu1 hau4
捉到鹿唔識脫角,zuk1 dou2 luk2 m4 sik1 tyut3 gok3
捉蛇入屎忽,zuk1 se4 jap6 si2 fat1
捉蛇入屎窟,zuk1 se4 jap6 si2 fat1
捉蟲入屎窟,zuk1 cung4 jap6 si2 fat1
捏一把冷汗,nip6 jat1 baa2 laang5 hon6
捨得一身剮，敢把皇帝拉下馬,se2 dak1 jat1 san1 gwaa2 gam2 baa2 wong4 dai3 laai1 haa6 maa5
捨我其誰,se2 ngo5 kei4 seoi4
捩咁棄,le2 gam3 he3
捩咁棄,lit6 gam3 hei3
捩手掉咗,lai2 sau2 diu6 zo2
捱咗成晚,ngaai4 zo2 seng4 maan5
捲鋪蓋走人,gyun2 pou1 goi3 zau2 jan4
捻爛咗,nin2 laan6 zo2
捽唔甩,zeot1 m4 lat1
掂到唔掂,dim1 dou3 m4 dim6
掅住一袋嘢,cing3 zyu6 jat1 doi6 je5
授之以魚不如授之以漁,sau6 zi1 ji5 jyu2 bat1 jyu4 sau6 zi1 ji5 jyu4
授人以魚不如授人以漁,sau6 jan4 ji5 jyu4 bat1 jyu4 sau6 jan4 ji5 jyu4
排到尖沙咀,paai4 dou3 zim1 saa1 zeoi2
排到尖沙嘴,paai4 dou3 zim1 saa1 zeoi2
排山倒海之勢,paai4 saan1 dou2 hoi2 zi1 sai3
排斥我,paai4 cik1 ngo5
排斥我㗎,paai4 cik1 ngo5 gaa3
排隊排孻屘,paai4 deoi6 paai4 laai1 mei1
掛住你咯,gwaa3 zyu6 nei5 lok3
掛住我啊,gwaa3 zyu6 ngo5 aa3
掛羊頭賣狗肉,gwaa3 joeng4 tau4 maai6 gau2 juk6
掛起你,gwaa3 hei2 nei5
掟煲唔掟蓋,deng3 bou1 m4 deng3 goi3
掠起你,loek6 hei2 nei5
接唔上,zip3 m4 soeng5
掹斷咗,mang1 dyun3 zo2
提上議事日程,tai4 soeng5 ji5 si6 jat6 cing4
提醒你啊,tai4 seng2 nei5 aa3
插你個胃,caap3 nei5 go3 wai6
插水式頭搥,caap3 seoi2 sik1 tau4 ceoi4
插水式頭槌,caap3 seoi2 sik1 tau4 ceoi4
插水式頭鎚,caap3 seoi2 sik1 tau4 ceoi4
插田插到立夏，插唔插都罷,caap3 tin4 caap3 dou3 laap6 haa6 caap3 m4 caap3 dou1 baa6
插針都唔入,caap3 zam1 dou1 m4 jap6
換咗人,wun6 zo2 jan4
換咗佢,wun6 zo2 keoi5
換湯不換藥,wun6 tong1 bat1 wun6 joek6
換湯唔換藥,wun6 tong1 m4 wun6 joek6
換離嘅,wun6 lei4 ge3
揞唔實,am2 m4 sat6
揦埋都係,laa3 maai4 dou1 hai6
揦手唔成勢,laa2 sau2 m4 sing4 sai3
揸住雞毛當令箭,zaa1 zyu6 gai1 mou4 dong1 ling6 zin3
損人不利己,syun2 jan4 bat1 lei6 gei2
搏一搏啦,bok3 jat1 bok3 laa1
搏一搏，單車變摩托,bok3 jat1 bok3 daan1 ce1 bin3 mo1 tok3
搏乜啊,bok3 mat1 aa3
搏命噉走,bok3 meng6 gam2 zau2
搏晒老命噉,bok3 saai3 lou5 meng6 gam2
搏紅顏一笑,bok3 hung4 ngaan4 jat1 siu3
搓順咗,co1 seon6 zo2
搗我米,dou3 ngo5 mai5
搜唔搜到,sau2 m4 sau2 dou3
搞乜啊,gaau2 mat1 aa2
搞乜嘢,gaau2 mat1 je5
搞乜春呀,gaau2 mat1 ceon1 aa3
搞乜鬼呀,gaau2 mat1 gwai2 aa3
搞乜鬼啊,gaau2 mat1 gwai2 aa3
搞出個大頭佛,gaau2 ceot1 go3 daai6 tau4 fat6
搞到一鑊泡,gaau2 dou3 jat1 wok6 pou5
搞到我雞毛鴨血,gaau2 dou3 ngo5 gai1 mou4 aap3 hyut3
搞咁多小,gaau2 gam3 do1 siu2
搞咩啊,gaau2 me1 aa3
搞唔掂,gaau2 m4 dim6
搞唔明白,gaau2 m4 ming4 baak6
搞唔清楚,gaau2 m4 cing1 co2
搞唔𠶧,gaau2 m4 dim6
搞得有聲有色,gaau2 dak1 jau5 seng1 jau5 sik1
搞掂你,gaau2 dim6 nei5
搞掂啦,gaau2 dim6 laa1
搞搞新意思,gaau2 gaau2 san1 ji3 si1
搞搞震冇幫襯,gaau2 gaau2 zan3 mou5 bong1 can3
搞錯咗嘞,gaau2 co3 zo2 la3
搦唔喐,nik1 m4 juk1
搦得起放得低,lik1 dak1 hei2 fong3 dak1 dai1
搬完嘢,bun1 jyun4 je5
搬新家啦,bun1 san1 gaa1 la1
搬石頭打自己隻腳,bun1 sek6 tau4 daa2 zi6 gei2 zek3 geot3
搬石頭砸自己的腳,bun1 sek6 tau4 zaap3 zi6 gei2 dik1 goek3
搬起石頭砸自己的腳,bun1 hei2 sek6 tau4 zaap3 zi6 gei2 dik1 goek3
搭十一號巴士,daap3 sap6 jat1 hou6 baa1 si2
搭十一號車,daap3 sap6 jat1 hou6 ce1
搭唔上,daap3 m4 soeng5
搭唔搭車,daap3 m4 daap3 ce1
搭唔搭𨋢,daap3 m4 daap3 lip1
搭車罷啦,daap3 ce1 baa2 laa1
搭通天地線,daap3 tung1 tin1 dei6 sin3
搵乜嘢,wan2 mat1 je5
搵你去,wan2 nei5 heoi3
搵你咯,wan2 nei5 lok3
搵使嘢曲,wan2 sai2 je5 kuk1
搵個銀刮痧都冇,wan2 go3 ngan4 gwaat3 saa1 dou1 mou5
搵到啦,wan2 dou2 la1
搵唔搵到,wan2 m4 wan2 dou2
搵啲食啲,wan2 di1 sik6 di1
搵嘢做,wan2 je5 zou6
搵嘢食,wan2 je5 sik6
搵嚟攪嘅,wan2 lai4 gaau2 ge3
搵嚟講嘅,wan2 lai4 gong2 ge3
搵定啲,wan2 ding6 di1
搵我做醜人,wan2 ngo5 zou6 cau2 jan2
搵我出氣,wan2 ngo5 ceot1 hei3
搵我笨,wan2 ngo5 ban6
搵日啦,wan2 jat6 laa1
搵朝唔得晏,wan2 ziu1 m4 dak1 aan3
搵朝唔得晚,wan2 ziu1 m4 dak1 maan5
搵條命仔較飛,wan2 tiu4 meng6 zai2 gaau3 fei1
搵緊佢,wan2 gan2 keoi5
搵緊嘢,wan2 gan2 je5
搵錢買花戴,wan2 cin2 maai5 faa1 daai3
搵鬼要咩,wan2 gwai2 jiu3 me1
搽咗面懵膏,caa4 zo2 min6 mung2 gou1
搽脂粉吊頸,caa4 zi1 fan2 diu3 geng2
摑佢一巴,gwaak3 keoi5 jat1 baa1
摑嘅醒你,gwaak3 ge3 sing2 nei5
摩囉差玩音樂,mo1 lo1 caa1 waan2 jam1 ngok6
摩囉差都有殖民地,mo1 lo1 caa1 dou1 jau5 zik6 man4 dei6
摩羅差都有殖民地,mo1 lo1 caa1 dou1 jau5 zik6 man4 dei6
摩訶婆羅多,mo1 ho1 po4 lo4 do1
摱唔返,maan1 m4 faan1
摸不着頭腦,mo2 bat1 zoek6 tau4 nou5
摸着石頭過河,mo2 zoek6 sek6 tau4 gwo3 ho4
摸石頭過河,mo2 sek6 tau4 gwo3 ho4
摸黃咗,mo2 wong4 zo2
摻埋你玩,cam1 maai4 nei5 waan2
撇甩咗,pit3 lat1 zo2
撈亂咗,lou1 lyun6 zo2
撈到風生水起,lou1 dou3 fung1 saang1 seoi2 hei2
撈咁黴,laau4 gam3 mei4
撈唔埋,lou1 m4 maai4
撈唔掂,lou1 m4 dim6
撈唔起,lou1 m4 hei2
撈起咗,laau4 hei2 zo2
撈起啦,lou1 hei2 laa3
撈起啦你,lou1 hei2 laa3 nei5
撐住佢,caang3 zyu6 keoi5
撐死你,zaang6 sei2 nei5
撑死你,zaang6 sei2 nei5
撚化佢,nan2 faa3 keoi5
撞到滿天星,zong6 dou3 mun5 tin1 sing1
撞板多過食飯,zong6 baan2 do1 gwo3 sik6 faan6
撞死馬噉,zong6 sei2 maa5 gam2
撞返佢,zong2 faan1 keoi5
撞鬼你,zong2 gwai2 nei5
撞鬼你咩,zong2 gwai2 nei5 me1
撞鬼咩,zong2 gwai2 me1
撲街啊,pok3 gaai1 aa3
撿到籃裏就是菜,gim2 dou3 laam4 lei5 zau6 si6 coi3
擇日不如撞日,zaak6 jat2 bat1 jyu4 zong6 jat2
擒賊先擒王,kam4 caak6 sin1 kam4 wong4
擔唔喐,daam1 m4 juk1
擔屎唔偷食,daam1 si2 m4 tau1 sik6
擔屎都唔偷食,daam1 si2 dou1 m4 tau1 sik6
擔擔唔識轉膊,daam1 daam3 m4 sik1 zyun3 bok3
擔起佢,daam1 hei2 keoi5
擗低佢,pek6 dai1 keoi5
擗低唔理,pek6 dai1 m4 lei5
擘大個口得個窿,maak3 daai6 go3 hau2 dak1 go3 lung1
擘大口得個窿,maak3 daai6 hau2 dak1 go3 lung1
擘大喉嚨嗌,maak3 daai6 hau4 lung4 aai3
擘大獅子口,maak3 daai6 si1 zi2 hau2
擘大眼瀨尿,maak3 daai6 ngaan5 laai6 niu6
擘大眼講大話,maak3 daai6 ngaan5 gong2 daai6 waa6
擘開兩隻手指,maak3 hoi1 loeng5 zek3 sau2 zi2
擘開兩隻腳,maak3 hoi1 loeng5 zek3 goek3
據我看,geoi3 ngo5 hon3
擠喺檯面,zai1 hai2 toi2 min6
擰成一股繩,ning6 sing4 jat1 gu2 sing4
擰甩頭當凳坐,ning5 lat1 tau4 dong3 dang3 co5
擳都唔笑,zit1 dou1 m4 siu3
擴大再生產,kwok3 daai6 zoi3 sang1 caan2
擴音喇叭,kwok3 jam1 laa3 baa1
擸平嘢,laap3 peng4 je5
擺事實講道理,baai2 si6 sat6 gong2 dou6 lei5
擺唔低,baai2 m4 dai1
擺平佢,baai2 ping4 keoi5
攔住我,laan4 zyu6 ngo5
攞佢狗命,lo2 keoi5 gau2 meng6
攞個籌掛號,lo2 go3 cau2 gwaa3 hou6
攞咁多嘢,lo2 gam3 do1 je5
攞咗去用,lo2 zo2 heoi3 jung6
攞唔定主意,lo2 m4 ding6 zyu2 ji3
攞嚟攪嘅,lo2 lai4 gaau2 ge3
攞嚟講嘅啫,lo2 lai4 gong2 ge3 ze1
攞定唔攞,lo2 ding6 m4 lo2
攞對鞋我,lo2 deoi3 haai4 ngo5
攞我便宜,lo2 ngo5 pin4 ji2
攞我命,lo2 ngo5 meng6
攞晒你命,lo2 saai3 nei5 meng6
攞景定贈興,lo2 ging2 ding6 zang6 hing3
攣都拗返直,lyun1 dou1 aau3 faan1 zik6
攤薄後每股盈利,taan1 bok6 hau6 mui5 gu2 jing4 lei6
攪乜鬼呀,gaau2 mat1 gwai2 aa3
攪出個大頭佛,gaau2 ceot1 go3 daai6 tau4 fat6
攪到一身潺,gaau2 dou3 jat1 san1 saan4
攪到一鑊泡,gaau2 dou3 jat1 wok6 pou5
攪到咁大劑,gaau2 dou3 gam3 daai6 zai1
攪到咁大鑊,gaau2 dou3 gam3 daai6 wok6
攪到唔湯唔水,gaau2 dou3 m4 tong1 m4 seoi2
攪到滿天神佛,gaau2 dou3 mun5 tin1 san4 fat6
攪到烏喱單刀,gaau2 dou3 wu1 lei1 daan1 dou1
攪唔埋,gaau2 m4 maai4
攪唔埋欄,gaau2 m4 maai4 laan1
攪唔惦咩,gaau2 m4 dim3 me1
攪得有聲有色,gaau2 dak1 jau5 seng1 jau5 sik1
攪成噉,gaau2 sing4 gam2
攪攪震冇幫襯,gaau2 gaau2 zan3 mou5 bong1 can3
攪邊科啊,gaau2 bin1 fo1 aa3
攬住一齊死,laam5 zyu6 jat1 cai4 sei2
支持下你,zi1 ci4 haa5 nei5
攰到乜噉,gui6 dou3 mat1 gam2
攰唔攰,gui6 m4 gui6
攰死人咩,gui6 sei2 jan4 me1
收唔收到,sau1 m4 sau1 dou3
收喺邊度,sau1 hai2 bin1 dou6
收工啦你,sau1 gung1 laa1 nei5
收支平衡點,sau1 zi1 ping4 hang4 dim2
收皮啦你,sau1 pei4 laa1 nei5
收聲啦,sau1 seng1 la1
收順啲,sau1 seon6 di1
改咗啦,goi2 zo2 la1
放下屠刀立地成佛,fong3 haa6 tou4 dou1 laap6 dei6 sing4 fat1
放下屠刀，立地成佛,fong3 haa6 tou4 dou1 laap6 dei6 sing4 fat6
放下心頭大石,fong3 haa6 sam1 tau4 daai6 sek6
放之四海而皆準,fong3 zi1 sei3 hoi2 ji4 gaai1 zeon2
放佢飛機,fong3 keoi5 fei1 gei1
放假咁耐,fong3 gaa3 gam3 noi6
放咁多日,fong3 gam3 do1 jat6
放咁耐,fong3 gam3 noi6
放唔放,fong3 m4 fong3
放唔晒,fong3 m4 saai3
放唔落,fong3 m4 lok6
放喺呢度,fong3 hai2 nei1 dou6
放喺地下,fong3 hai2 dei6 haa2
放大咗,fong3 daai6 zo2
放工啦,fong3 gung1 laa1
放我飛機,fong3 ngo5 fei1 gei1
放長線釣大魚,fong3 coeng4 sin3 diu3 daai6 jyu2
放開啲,fong3 hoi1 di1
敆埋一齊去,gaap3 maai4 jat1 cai4 heoi3
敆埋有幾多,gaap3 maai4 jau5 gei2 do1
敏於事而慎於言,man5 jyu1 si6 ji4 san6 jyu1 jin4
救人一命勝造七級浮屠,gau3 jan4 jat1 ming6 sing3 zou6 cat1 kap1 fau4 tou4
救人如救火,gau3 jan4 jyu4 gau3 fo2
救命啊,gau3 meng6 aa3
救場如救火,gau3 coeng4 jyu4 gau3 fo2
救急不救窮,gau3 gap1 bat1 gau3 kung4
救生艇甲板,gau3 sang1 teng5 gaap3 baan2
敗軍之將不可言勇,baai6 gwan1 zi1 zoeng3 bat1 ho2 jin4 jung5
教唔掂,gaau3 m4 dim6
教唔聽,gaau3 m4 teng1
教精你,gaau3 zeng1 nei5
教識徒弟冇師傅,gaau3 sik1 tou4 dai2 mou5 si1 fu2
教識徒弟冇師父,gaau3 sik1 tou4 dai2 mou5 si1 fu2
敢怒不敢言,gam2 nou6 bat1 gam2 jin4
敢怒而不敢言,gam2 nou6 ji4 bat1 gam2 jin4
散咗嘞,saan2 zo2 la3
敬酒唔飲飲罰酒,ging3 zau2 m4 jam2 jam2 fat6 zau2
敬鬼神而遠之,ging3 gwai2 san4 ji4 jyun5 zi1
整乜嘢鬼,zing2 mat1 je5 gwai2
整唔切,zing2 m4 cit3
整唔掂,zing2 m4 dim6
整定係,zing2 ding6 hai6
整成噉,zing2 sing4 gam2
整煲杰嘢人嘆,zing2 bou1 git6 je5 jan4 taan3
整瓜佢,zing2 gwaa1 keoi5
整衰個招牌,zing2 seoi1 go3 ziu1 paai4
整鬼你,zing2 gwai2 nei5
敵衆我寡,dik6 zung3 ngo5 gwaa2
敷衍我,fu1 hin2 ngo5
數唔切,sou2 m4 cit3
數臭佢,sou2 cau3 keoi5
文人多大話,man4 jan4 do1 daai6 waa6
文化馬克思,man4 faa3 maa5 hak1 si1
文無第一，武無第二,man4 mou4 dai6 jat1 mou5 mou4 dai6 ji6
斗令都冇,dau2 ling2 dou1 mou5
斗零都冇,dau2 ling2 dou1 mou5
斟唔掂,zam1 m4 dim6
斬到一頸血,zaam2 dou3 jat1 geng2 hyut3
斬到變屎餅爲止,zaam2 dou3 bin3 si2 beng2 wai4 zi2
斬腳趾避沙蟲,zaam2 goek3 zi2 bei6 saa1 cung2
斬雞頭換雞腳,zaam2 gai1 tau4 wun6 gai1 goek3
斬雞頭燒黃紙,zaam2 gai1 tau4 siu1 wong4 zi2
斯文男子生雞精，密實姑娘假正經,si1 man4 naam4 zi2 sang1 gai1 zing1 mat6 sat6 gu1 noeng4 gaa2 zing3 ging1
新嚟新豬肉,san1 lai4 san1 zyu1 juk6
新官上任三把火,san1 gun1 soeng5 jam6 saam1 baa2 fo2
新官上場整色水,san1 gun1 soeng5 coeng4 zing2 sik1 seoi2
新屎坑，三日新,san1 si2 haang1 saam1 jat6 san1
新屎坑，三日香,san1 si2 haang1 saam1 jat6 hoeng1
新瓶裝舊酒,san1 ping4 zong1 gau6 zau2
新產品推介會,san1 caan2 ban2 teoi1 gaai3 wui2
新界隻牛夠勤力啦,san1 gaai3 zek3 ngau4 gau3 kan4 lik6 laa1
新石器時代,san1 sek6 hei3 si4 doi6
新諗頭,san1 lam2 tau4
新開咗,san1 hoi1 zo2
新鮮滾熱辣,san1 sin1 gwan2 jit6 laat6
斷開咗,tyun5 hoi1 zo2
方唔方便,fong1 m4 fong1 bin6
於霧靄之中,jyu1 mou6 oi2 zi1 zung1
施恩莫望報,si1 jan1 mok6 mong6 bou3
施比受更有福,si1 bei2 sau6 gang3 jau5 fuk1
既來之則安之,gei3 loi4 zi1 zak1 on1 zi1
既來之，則安之,gei3 loi4 zi1 zak1 on1 zi1
既有今日何必當初,gei3 jau5 gam1 jat6 ho4 bit1 dong1 co1
既然係噉,gei3 jin4 hai6 gam2
日久見人心,jat6 gau2 gin3 jan4 sam1
日出而作，日入而息,jat6 ceot1 ji4 zok3 jat6 jap6 ji4 sik1
日有所思，夜有所夢,jat6 jau5 so2 si1 je6 jau5 so2 mung6
日防夜防家賊難防,jat6 fong4 je6 fong4 gaa1 caak6 naan4 fong4
日防夜防，家賊難防,jat6 fong4 je6 fong4 gaa1 caak6 naan4 fong4
日頭做嘢,jat6 tau2 zou6 je5
日頭唔好講人夜晚唔好講鬼,jat6 tau2 m4 hou2 gong2 jan4 je6 maan5 m4 hou2 gong2 gwai2
日頭唔好講人，夜晚唔好講鬼,jat6 tau2 m4 hou2 gong2 jan4 je6 maan5 m4 hou2 gong2 gwai2
早㪗啦,zou2 tau2 laa1
早動手，早收穫,zou2 dung6 sau2 zou2 sau1 wok6
早唞啦,zou2 tau2 laa1
早啲瞓,zou2 di1 fan3
早啲返嚟,zou2 di1 faan1 lai4
早就係噉,zou2 zau6 hai6 gam2
